ID,Fonte,Paginas_ou_secao,Etapa,Nivel,Tratamento,Criterio_ou_evidencia,Detalhamento,Fases_v02,Implementacao
SEC-BCP-001,S,16,E13,MUST,Obrigatório para produção,BACKLOG_MVP.md: E13,PLANO_TECNICO.md §10,8/9,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-CRD-001,S,14,E03,MUST,Obrigatório para produção,BACKLOG_MVP.md: E03,PLANO_TECNICO.md §10,2,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-CRD-002,S,15,E03,MUST,Obrigatório para produção,BACKLOG_MVP.md: E03,PLANO_TECNICO.md §10,2,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-CRD-003,S,15,E03,MUST,Obrigatório para produção,BACKLOG_MVP.md: E03,PLANO_TECNICO.md §10,2,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-CRD-004,S,15,E03,MUST,Obrigatório para produção,BACKLOG_MVP.md: E03,PLANO_TECNICO.md §10,2,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-DATA-001,S,12,E02/E07,MUST,Obrigatório para produção,BACKLOG_MVP.md: E02/E07,PLANO_TECNICO.md §10,1/4/8,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-DATA-002,S,12,E02/E07,MUST,Obrigatório para produção,BACKLOG_MVP.md: E02/E07,PLANO_TECNICO.md §10,1/4/8,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-DATA-003,S,13,E02/E07,MUST,Obrigatório para produção,BACKLOG_MVP.md: E02/E07,PLANO_TECNICO.md §10,1/4/8,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-DATA-004,S,13,E02/E07,MUST,Obrigatório para produção,BACKLOG_MVP.md: E02/E07,PLANO_TECNICO.md §10,1/4/8,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-DATA-005,S,13,E02/E07,MUST,Obrigatório para produção,BACKLOG_MVP.md: E02/E07,PLANO_TECNICO.md §10,1/4/8,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-DEV-001,S,16,E01/E13,MUST,Obrigatório para produção,BACKLOG_MVP.md: E01/E13,PLANO_TECNICO.md §10,1/8/9,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-DEV-002,S,16,E01/E13,MUST,Obrigatório para produção,BACKLOG_MVP.md: E01/E13,PLANO_TECNICO.md §10,1/8/9,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-DEV-003,S,16,E01/E13,SHOULD,Recomendação rastreada,BACKLOG_MVP.md: E01/E13,PLANO_TECNICO.md §10,1/8/9,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-DEV-004,S,16,E01/E13,MUST,Obrigatório para produção,BACKLOG_MVP.md: E01/E13,PLANO_TECNICO.md §10,1/8/9,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-IAM-001,S,12,E02,MUST,Obrigatório para produção,BACKLOG_MVP.md: E02,PLANO_TECNICO.md §10,1/8,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-IAM-002,S,12,E02,MUST,Obrigatório para produção,BACKLOG_MVP.md: E02,PLANO_TECNICO.md §10,1/8,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-IAM-003,S,12,E02,MUST,Obrigatório para produção,BACKLOG_MVP.md: E02,PLANO_TECNICO.md §10,1/8,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-IAM-004,S,12,E02,MUST,Obrigatório para produção,BACKLOG_MVP.md: E02,PLANO_TECNICO.md §10,1/8,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-IAM-005,S,12,E02,SHOULD,Recomendação rastreada,BACKLOG_MVP.md: E02,PLANO_TECNICO.md §10,1/8,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-INF-001,S,16,E01/E13,MUST,Obrigatório para produção,BACKLOG_MVP.md: E01/E13,PLANO_TECNICO.md §10,1/8/9,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-INF-002,S,16,E01/E13,MUST,Obrigatório para produção,BACKLOG_MVP.md: E01/E13,PLANO_TECNICO.md §10,1/8/9,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-INF-003,S,16,E01/E13,MUST,Obrigatório para produção,BACKLOG_MVP.md: E01/E13,PLANO_TECNICO.md §10,1/8/9,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-IR-001,S,16,E13,MUST,Obrigatório para produção,BACKLOG_MVP.md: E13,PLANO_TECNICO.md §10,8/9,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-IR-002,S,16,E13,MUST,Obrigatório para produção,BACKLOG_MVP.md: E13,PLANO_TECNICO.md §10,8/9,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-LOG-001,S,15,E01/E13,MUST,Obrigatório para produção,BACKLOG_MVP.md: E01/E13,PLANO_TECNICO.md §10,1/8/9,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-LOG-002,S,16,E01/E13,MUST,Obrigatório para produção,BACKLOG_MVP.md: E01/E13,PLANO_TECNICO.md §10,1/8/9,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-PAY-001,S,15,E04,MUST,Obrigatório para produção,BACKLOG_MVP.md: E04,PLANO_TECNICO.md §10,7,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-PAY-002,S,15,E04,MUST,Obrigatório para produção,BACKLOG_MVP.md: E04,PLANO_TECNICO.md §10,7,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-PAY-003,S,15,E04,MUST,Obrigatório para produção,BACKLOG_MVP.md: E04,PLANO_TECNICO.md §10,7,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-STO-001,S,15,E05/E09/E12,MUST,Obrigatório para produção,BACKLOG_MVP.md: E05/E09/E12,PLANO_TECNICO.md §10,3/5/6/8,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-STO-002,S,15,E05/E09/E12,MUST,Obrigatório para produção,BACKLOG_MVP.md: E05/E09/E12,PLANO_TECNICO.md §10,3/5/6/8,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-STO-003,S,15,E05/E09/E12,MUST,Obrigatório para produção,BACKLOG_MVP.md: E05/E09/E12,PLANO_TECNICO.md §10,3/5/6/8,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-STO-004,S,15,E05/E09/E12,MUST,Obrigatório para produção,BACKLOG_MVP.md: E05/E09/E12,PLANO_TECNICO.md §10,3/5/6/8,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-UPL-001,S,13,E05,MUST,Obrigatório para produção,BACKLOG_MVP.md: E05,PLANO_TECNICO.md §10,3,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-UPL-002,S,13,E05,MUST,Obrigatório para produção,BACKLOG_MVP.md: E05,PLANO_TECNICO.md §10,3,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-UPL-003,S,13,E05,MUST,Obrigatório para produção,BACKLOG_MVP.md: E05,PLANO_TECNICO.md §10,3,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-UPL-004,S,13,E05,MUST,Obrigatório para produção,BACKLOG_MVP.md: E05,PLANO_TECNICO.md §10,3,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-UPL-005,S,13,E05,MUST,Obrigatório para produção,BACKLOG_MVP.md: E05,PLANO_TECNICO.md §10,3,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-UPL-006,S,13,E05,MUST,Obrigatório para produção,BACKLOG_MVP.md: E05,PLANO_TECNICO.md §10,3,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-URL-001,S,13,E06,MUST,Obrigatório para produção,BACKLOG_MVP.md: E06,PLANO_TECNICO.md §10,3,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-URL-002,S,13,E06,MUST,Obrigatório para produção,BACKLOG_MVP.md: E06,PLANO_TECNICO.md §10,3,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-URL-003,S,13,E06,MUST,Obrigatório para produção,BACKLOG_MVP.md: E06,PLANO_TECNICO.md §10,3,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
SEC-URL-004,S,14,E06,MUST,Obrigatório para produção,BACKLOG_MVP.md: E06,PLANO_TECNICO.md §10,3,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
H01,H,seção 1,E11,Direção visual,Preservado,BACKLOG_MVP.md: E11,PLANO_TECNICO.md §12,6,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
H02,H,seção 2,E11,Direção visual,Preservado,BACKLOG_MVP.md: E11,PLANO_TECNICO.md §12,6,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
H03,H,seção 3,E11,Direção visual,Preservado,BACKLOG_MVP.md: E11,PLANO_TECNICO.md §12,6,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
H04,H,seção 4,E11,Direção visual,Preservado,BACKLOG_MVP.md: E11,PLANO_TECNICO.md §12,6,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
H05,H,seção 5,E11,Direção visual,Preservado,BACKLOG_MVP.md: E11,PLANO_TECNICO.md §12,6,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
H06,H,seção 6,E11,Direção visual,Preservado,BACKLOG_MVP.md: E11,PLANO_TECNICO.md §12,6,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
H07,H,seção 7,E11,Direção visual,Preservado,BACKLOG_MVP.md: E11,PLANO_TECNICO.md §12,6,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
H08,H,seção 8,E11,Direção visual,Preservado,BACKLOG_MVP.md: E11,PLANO_TECNICO.md §12,6,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
H09,H,seção 9,E11,Opcional,Preservado,BACKLOG_MVP.md: E11,PLANO_TECNICO.md §12,6,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
H10,H,seção 10,E11,Direção visual,Preservado,BACKLOG_MVP.md: E11,PLANO_TECNICO.md §12,6,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
H11,H,seção 11,E11,Direção visual,Preservado,BACKLOG_MVP.md: E11,PLANO_TECNICO.md §12,6,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
H12,H,seção 12,E11,Direção visual,Preservado,BACKLOG_MVP.md: E11,PLANO_TECNICO.md §12,6,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
H13,H,seção 13,E11,Direção visual,Preservado,BACKLOG_MVP.md: E11,PLANO_TECNICO.md §12,6,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
H14,H,seção 14,E11,Direção visual,Preservado,BACKLOG_MVP.md: E11,PLANO_TECNICO.md §12,6,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
H15,H,seção 15,E11,Direção visual,Preservado,BACKLOG_MVP.md: E11,PLANO_TECNICO.md §12,6,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
H16,H,seção 16,E11,Direção visual,Preservado,BACKLOG_MVP.md: E11,PLANO_TECNICO.md §12,6,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
H17,H,seção 17,E11,Direção visual,Preservado,BACKLOG_MVP.md: E11,PLANO_TECNICO.md §12,6,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
H18,H,seção 18,E11,Direção visual,Preservado,BACKLOG_MVP.md: E11,PLANO_TECNICO.md §12,6,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
H19,H,seção 19,E11,Direção visual,Preservado,BACKLOG_MVP.md: E11,PLANO_TECNICO.md §12,6,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
H20,H,seção 20,E11,Direção visual,Preservado,BACKLOG_MVP.md: E11,PLANO_TECNICO.md §12,6,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
DOC-BENCH,R,24.3/29.2,E13,Requisito em prosa,Preservado,"Corpus >=50, comparação Anthropic/Google, avaliação humana",BACKLOG_MVP.md,8/9,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
DOC-MARGIN,R,26.3,E13,Requisito em prosa,Preservado,Custo p95 15/30/60/90/180min,BACKLOG_MVP.md,8/9,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
DOC-LEGAL,R,27,E12/E13,Requisito em prosa,Preservado,Termos/privacidade e revisão humana,BACKLOG_MVP.md,8/9,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
DOC-SEO,R,28,E11,Requisito em prosa,Preservado,SEO e eventos consentidos,BACKLOG_MVP.md,6,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
DOC-GIT,R,22/30,E01,Requisito em prosa,Preservado,Git/CI/ambientes,BACKLOG_MVP.md,1/9,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
DOC-GOLIVE,S,19,E13/E14,Requisito em prosa,Preservado,Checklist integral de lançamento,BACKLOG_MVP.md,8/9,Ver STATUS_IMPLEMENTACAO.md; presença no backlog não significa concluído
D01,Decisoes_Aprovadas_v0.2,D01,,APROVADO,RESOLVIDO,BACKLOG_MVP.md,PLANO_TECNICO.md,5/6/8,Regra obrigatória; verificar teste de integração
D02,Decisoes_Aprovadas_v0.2,D02,,APROVADO,RESOLVIDO,BACKLOG_MVP.md,PLANO_TECNICO.md,2/6,Regra obrigatória; verificar teste de integração
D07,Decisoes_Aprovadas_v0.2,D07,,APROVADO,RESOLVIDO,BACKLOG_MVP.md,PLANO_TECNICO.md,2,Regra obrigatória; verificar teste de integração
D08,Decisoes_Aprovadas_v0.2,D08,,APROVADO,RESOLVIDO,BACKLOG_MVP.md,PLANO_TECNICO.md,2/5/7,Regra obrigatória; verificar teste de integração
D15,Decisoes_Aprovadas_v0.2,D15,,APROVADO,RESOLVIDO,BACKLOG_MVP.md,PLANO_TECNICO.md,3/5,Regra obrigatória; verificar teste de integração
D16,Decisoes_Aprovadas_v0.2,D16,,APROVADO,RESOLVIDO,BACKLOG_MVP.md,PLANO_TECNICO.md,3,Regra obrigatória; verificar teste de integração
D19,Decisoes_Aprovadas_v0.2,D19,,APROVADO,RESOLVIDO,BACKLOG_MVP.md,PLANO_TECNICO.md,2/4,Regra obrigatória; verificar teste de integração
